Stadt,PCR_pos_N,Inz1,Inz1b,Inz1c,Inz1d,Inz1e,Inz1f,PCR_pos_Hosp,Inz2,N3,Inz3,Inz3c,Inz3d,Inz3e,Inz3f,PCR_pos_Dec,N5,Inz5c,Inz5d,Inz5e,Inz5f,Week,avg_temperature_per_day,max_temp_per_day,min_temp_per_day,max - min temp
Rhein-Pfalz-Kreis,399,257.8285522460937,257.8218994140625,514.2383422851561,435.4531555175781,236.63340759277344,153.79429626464844,7,4.523190975189209,5,3.2308506965637207,0.0,0.0,0.0,10.533855438232422,0,0,0,0,0,0,2021KW45,5.2656,8.1,1.94,6.160000000000001
KS Speyer,93,183.2837371826172,183.25845336914062,203.66598510742188,242.13075256347656,217.72344970703125,103.6068115234375,6,11.823125839233398,1,1.9705209732055664,0.0,0.0,0.0,6.475425720214844,1,1,0,0,0,1,2021KW45,5.3607999999999985,7.860000000000001,2.66,5.2
Sudliche Weinstr.,286,258.162353515625,258.162353515625,494.9649963378906,431.4720764160156,261.61593627929693,135.67753601074222,2,1.805331110954285,0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,1,1,2021KW45,5.2656,8.1,1.94,6.160000000000001
Bernkastel-Wittlich,132,117.14070129394531,115.4784927368164,229.24513244628903,145.86119079589844,121.0483856201172,65.26303863525389,6,5.249022483825684,3,2.624511241912842,0.0,0.0,3.5086488723754883,2.837523460388184,2,2,0,0,0,2,2021KW45,4.5248,7.500000000000003,1.54,5.959999999999999
Bitburg-Prum,100,99.94503021240234,96.64730834960938,123.31542205810548,134.03028869628906,118.18753814697266,48.64151382446289,1,0.9664730429649352,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,2021KW45,4.848,7.980000000000001,1.86,6.119999999999999
Trier-Saarburg,196,130.20401000976562,130.07612609863278,229.35780334472656,129.96014404296878,150.08331298828125,55.3454475402832,6,3.981922149658203,5,3.318268299102783,0.0,0.0,2.5437848567962646,6.9181809425354,4,4,0,0,0,4,2021KW45,4.848,7.980000000000001,1.86,6.119999999999999
KS Trier,101,91.2590103149414,91.22109985351562,155.72042846679688,188.60299682617188,88.31097412109375,45.01631927490234,2,1.806358337402344,1,0.903179168701172,0.0,0.0,1.5226030349731443,0.0,4,4,0,0,1,3,2021KW45,4.848,7.980000000000001,1.86,6.119999999999999
Vulkaneifel,70,115.71969604492188,115.69100952148438,100.4184112548828,185.39976501464844,133.48016357421878,79.07482147216797,8,13.221829414367676,5,8.263643264770508,16.73640251159668,23.17497062683105,0.0,14.826529502868652,1,1,0,0,0,1,2021KW45,4.664,7.439999999999999,1.86,5.58
Donnersbergkreis,120,158.85833740234375,157.3440399169922,404.3622131347656,288.0379638671875,162.44825744628906,34.32003402709961,2,2.622400522232056,1,1.3112002611160278,0.0,0.0,2.6201331615448,0.0,2,1,0,0,0,1,2021KW45,4.4496,6.6999999999999975,1.5799999999999998,5.12
Kaiserslautern,179,168.3596649169922,144.0562744140625,392.4888305664063,279.60125732421875,172.21475219726562,43.39874267578125,2,1.6095672845840454,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2021KW45,4.7408,8.280000000000001,1.6800000000000002,6.599999999999999
KS Kaiserslautern,115,115.3900146484375,108.19761657714844,232.15321350097656,165.06602478027344,117.23540496826172,55.11463928222656,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,0,2,2021KW45,4.7408,8.280000000000001,1.6800000000000002,6.599999999999999
Kusel,72,102.70308685302734,97.33807373046876,121.40834045410156,184.880859375,110.62590789794922,68.16051483154297,1,1.351917743682861,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2021KW45,4.8232,7.639999999999999,1.7600000000000002,5.879999999999999
KS Pirmasens,60,149.3428955078125,149.3131561279297,120.5400161743164,287.1500244140625,167.77670288085938,103.1459503173828,2,4.977105140686035,1,2.4885525703430176,0.0,0.0,5.084142684936523,0.0,4,3,0,0,1,2,2021KW45,4.5648,7.32,1.44,5.880000000000001
Sudwestpfalz,155,163.30917358398438,161.1729278564453,395.8654174804688,240.4231414794922,152.08311462402344,100.32225036621094,10,10.398253440856934,4,4.159301280975342,0.0,0.0,2.1420156955718994,9.120203971862793,2,2,0,0,1,1,2021KW45,4.5648,7.32,1.44,5.880000000000001
KS Zweibrucken,35,102.93814849853516,102.88368225097656,114.35105895996094,160.51364135742188,121.31015014648438,56.07476806640625,2,5.879067420959473,1,2.9395337104797363,0.0,0.0,0.0,9.345794677734377,0,0,0,0,0,0,2021KW45,4.3032,7.520000000000001,1.38,6.1400000000000015
Ahrweiler,219,167.8430938720703,167.8430938720703,392.5845031738281,110.9631576538086,167.9921112060547,107.4063720703125,2,1.5328136682510376,2,1.5328136682510376,0.0,0.0,0.0,4.66984224319458,5,5,0,0,0,5,2021KW46,7.3754285714285714,9.242857142857146,4.914285714285714,4.328571428571428
Altenkirchen,240,185.92112731933597,185.92112731933597,343.1612854003906,235.99424743652344,204.03192138671875,86.32508850097656,10,7.746713638305664,4,3.0986852645874023,0.0,0.0,3.045252561569214,5.077946662902832,1,1,0,0,1,0,2021KW46,5.914857142857144,7.514285714285713,3.814285714285714,3.7
Cochem-Zell,141,228.97787475585938,228.8292388916016,704.225341796875,287.4834289550781,238.235107421875,63.56968307495117,3,4.868707180023193,1,1.6229023933410645,0.0,0.0,0.0,4.889975547790527,1,1,0,0,0,1,2021KW46,4.880571428571429,6.2,3.3571428571428568,2.8428571428571434
KS Koblenz,153,134.93492126464844,134.93492126464844,121.26461791992188,175.74691772460938,163.26791381835938,75.06568145751953,1,0.8819275498390198,0,0.0,0.0,0.0,0.0,0.0,5,5,0,0,1,4,2021KW46,6.812,8.985714285714286,3.9857142857142858,5.0
Mayen-Koblenz,298,138.74275207519528,138.74275207519528,223.80812072753903,156.57293701171875,152.1160430908203,80.37591552734375,4,1.862318754196167,0,0.0,0.0,0.0,0.0,0.0,7,7,0,0,0,7,2021KW46,6.812,8.985714285714286,3.9857142857142858,5.0
Neuwied,347,189.4818420410156,189.4818420410156,336.6031799316406,175.08229064941406,194.40963745117188,129.8045654296875,7,3.822400331497192,4,2.1842286586761475,0.0,0.0,1.0800535678863523,5.408524036407472,5,5,0,0,0,5,2021KW46,5.637714285714287,7.185714285714287,3.8285714285714287,3.3571428571428577
Rhein-Hunsruck,201,194.3888397216797,194.3888397216797,215.92442321777344,388.802490234375,226.67025756835938,89.19783782958984,2,1.9342172145843504,1,0.9671086072921752,0.0,0.0,1.9209343194961548,0.0,1,1,0,0,1,0,2021KW46,4.944000000000001,6.385714285714285,3.5285714285714285,2.8571428571428568
Rhein-Lahn-Kreis,157,128.08589172363278,128.08589172363278,183.43014526367188,168.53932189941406,150.4099884033203,64.50114440917969,5,4.0791683197021475,5,4.0791683197021475,0.0,0.0,3.234623432159424,7.740137577056885,1,0,0,0,0,0,2021KW46,7.192,9.12857142857143,5.171428571428573,3.957142857142857
Westerwaldkreis,251,123.74895477294922,123.74895477294922,287.3817443847656,299.57293701171875,105.36607360839844,47.31647872924805,6,2.9581422805786133,2,0.9860474467277528,0.0,0.0,0.0,3.3797485828399663,12,10,0,0,1,9,2021KW46,4.174285714285714,5.5,2.8714285714285714,2.6285714285714294
Alzey-Worms,286,218.79661560058597,218.7430725097656,506.2791748046875,378.93896484375,202.0559539794922,90.24552154541016,10,7.648358821868896,4,3.0593435764312744,6.575054168701173,0.0,2.9497220516204834,2.6542799472808842,8,4,0,0,0,4,2021KW46,6.2857142857142865,8.0,4.314285714285715,3.685714285714286
Bad Kreuznach,269,169.45309448242188,169.44134521484375,323.7368469238281,246.3263397216797,185.98806762695312,71.85628509521484,1,0.6298934817314148,0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,1,3,2021KW46,7.676,9.485714285714286,5.9714285714285715,3.5142857142857147
Birkenfeld,150,185.5746612548828,179.5718994140625,301.834228515625,153.74102783203125,188.8597869873047,150.09381103515625,2,2.394292116165161,2,2.394292116165161,0.0,0.0,2.5181305408477783,3.752345323562622,5,5,0,0,1,4,2021KW46,5.40457142857143,7.114285714285713,3.7428571428571433,3.3714285714285714
Mainz-Bingen,325,153.64614868164062,153.5604705810547,241.05245971679688,145.2257080078125,175.01580810546875,83.0754165649414,3,1.4174813032150269,2,0.9449875354766846,0.0,0.0,0.9163131117820741,1.6289297342300415,5,5,0,0,3,2,2021KW46,7.192,9.12857142857143,5.171428571428573,3.957142857142857
KS Mainz,394,181.4639587402344,181.326171875,321.2564697265625,187.4684600830078,184.8485565185547,108.9864273071289,5,2.301093578338623,3,1.380656123161316,0.0,0.0,0.0,5.944714069366455,6,3,0,0,1,2,2021KW46,6.852571428571428,8.442857142857141,5.414285714285714,3.0285714285714285
KS Worms,245,293.55731201171875,293.55731201171875,429.3600463867188,558.22607421875,341.18048095703125,73.0774154663086,8,9.58554458618164,4,4.79277229309082,0.0,0.0,6.823609828948975,4.2986717224121085,5,4,0,0,2,2,2021KW46,6.7120000000000015,8.557142857142857,4.514285714285714,4.042857142857144
Bad Durkheim,267,200.745849609375,200.7141571044922,297.29534912109375,203.09994506835938,227.15914916992188,130.062744140625,6,4.510430335998535,1,0.7517383694648743,0.0,0.0,0.0,2.2818026542663574,5,5,0,0,0,5,2021KW46,6.943428571428571,8.72857142857143,5.042857142857144,3.6857142857142864
KS Frankenthal,97,198.974365234375,198.974365234375,350.5696716308594,223.526123046875,233.25021362304688,75.34246826171875,1,2.0512821674346924,1,2.0512821674346924,0.0,0.0,0.0,6.849315166473389,1,1,0,0,0,1,2021KW46,6.7120000000000015,8.557142857142857,4.514285714285714,4.042857142857144
Germersheim,638,494.5506286621094,494.4816589355469,371.5965270996094,284.06207275390625,715.8922119140625,187.21951293945312,1,0.77504962682724,0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,1,2021KW46,3.901714285714285,5.128571428571427,2.571428571428572,2.557142857142857
KS Landau i.d.Pf.,145,310.5922546386719,310.5789489746094,353.0633544921875,857.055419921875,304.32135009765625,162.40357971191406,6,12.851543426513672,2,4.2838478088378915,0.0,0.0,3.8040170669555664,8.12017822265625,4,3,0,0,0,3,2021KW46,6.104,7.4,4.928571428571429,2.4714285714285715
KS Ludwigshafen,366,212.10382080078125,212.0927581787109,385.3302612304688,357.3821716308594,199.8023223876953,104.7144775390625,4,2.317953824996948,1,0.5794884562492371,0.0,0.0,0.0,2.3269884586334233,7,7,0,0,2,5,2021KW46,6.8434285714285705,8.514285714285714,4.914285714285716,3.6
KS Neustadt a.d.W.,131,245.75094604492188,245.73712158203125,434.5558776855469,315.4574279785156,304.3445129394531,80.16950225830078,2,3.75171160697937,0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,2,2021KW46,3.901714285714285,5.128571428571427,2.571428571428572,2.557142857142857
Rhein-Pfalz-Kreis,368,237.79676818847656,237.7906188964844,353.8844299316406,462.6689758300781,241.7498016357422,134.83335876464844,2,1.2923402786254885,1,0.6461701393127441,0.0,0.0,0.0,2.106771230697632,5,4,0,0,0,4,2021KW46,6.943428571428571,8.72857142857143,5.042857142857144,3.6857142857142864
KS Speyer,151,297.5897216796875,297.5486755371094,499.9074096679688,349.7444152832031,317.0359191894531,181.3119201660156,3,5.911562919616699,3,5.911562919616699,0.0,0.0,3.8197097778320312,12.950851440429688,2,2,0,0,1,1,2021KW46,6.922285714285714,8.642857142857142,5.1000000000000005,3.542857142857143
Sudliche Weinstr.,373,336.6942443847656,336.6942443847656,529.1005249023439,723.3502807617188,354.794189453125,158.29046630859375,5,4.513328075408936,2,1.805331110954285,0.0,0.0,1.7918899059295654,2.826615333557129,4,4,0,0,1,3,2021KW46,6.943428571428571,8.72857142857143,5.042857142857144,3.6857142857142864
Bernkastel-Wittlich,121,107.37897491455078,105.85528564453124,180.1211700439453,218.79177856445312,110.5224380493164,51.07542037963867,4,3.4993481636047363,2,1.7496740818023682,0.0,0.0,1.754324436187744,2.837523460388184,3,3,0,0,0,3,2021KW46,5.96,7.328571428571429,4.5285714285714285,2.8000000000000003
Bitburg-Prum,137,136.92469787597656,132.40681457519528,202.58963012695312,254.6575469970703,146.7812957763672,62.5390853881836,3,2.899419069290161,2,1.9329460859298704,0.0,0.0,3.812501192092896,0.0,1,1,0,0,1,0,2021KW46,5.96,7.328571428571429,4.5285714285714285,2.8000000000000003
Trier-Saarburg,229,152.12611389160156,151.97669982910156,199.9529571533203,155.95217895507812,150.08331298828125,136.05755615234378,9,5.972883224487305,6,3.981922149658203,0.0,0.0,1.2718924283981323,11.530302047729492,5,4,0,0,0,4,2021KW46,5.96,7.328571428571429,4.5285714285714285,2.8000000000000003
KS Trier,92,83.12702178955078,83.09248352050781,183.2005157470703,67.35820770263672,79.17536163330078,56.2703971862793,3,2.709537506103516,2,1.806358337402344,0.0,0.0,0.0,7.5027198791503915,4,4,0,0,1,3,2021KW46,5.96,7.328571428571429,4.5285714285714285,2.8000000000000003
Vulkaneifel,85,140.51676940917972,140.48193359375,301.2552185058594,185.39976501464844,153.50218200683594,64.24829864501953,1,1.6527286767959597,1,1.6527286767959597,0.0,0.0,3.3370039463043213,0.0,1,1,0,0,0,1,2021KW46,4.880571428571429,6.2,3.3571428571428568,2.8428571428571434
Donnersbergkreis,107,141.648681640625,140.29843139648438,196.0543975830078,135.54727172851562,172.9287872314453,72.9300765991211,3,3.933600902557373,1,1.3112002611160278,0.0,0.0,0.0,4.290004253387451,3,2,0,0,0,2,2021KW46,4.6662857142857135,6.142857142857142,3.2285714285714286,2.914285714285714
Kaiserslautern,176,165.53799438476562,141.6419219970703,284.7467956542969,291.7578430175781,168.42982482910156,80.59766387939453,1,0.8047836422920227,1,0.8047836422920227,7.695859432220459,0.0,0.0,0.0,2,1,0,0,0,1,2021KW46,6.1331428571428575,7.6571428571428575,4.714285714285714,2.9428571428571435
KS Kaiserslautern,171,171.57994079589844,160.88514709472656,290.1915283203125,270.1080322265625,183.9694061279297,77.16049194335938,1,0.9408488273620604,0,0.0,0.0,0.0,0.0,0.0,4,3,0,0,0,3,2021KW46,6.1331428571428575,7.6571428571428575,4.714285714285714,2.9428571428571435
Kusel,128,182.5832672119141,173.04547119140625,121.40834045410156,123.25390625,238.7190704345703,132.06100463867188,4,5.407670974731445,1,1.351917743682861,0.0,0.0,2.911208152770996,0.0,1,1,0,0,0,1,2021KW46,5.212571428571429,6.8,3.6428571428571432,3.1571428571428566
KS Pirmasens,64,159.29908752441406,159.26736450195312,216.97203063964844,251.25628662109372,188.11328125,81.04325103759766,5,12.442763328552244,3,7.465658187866211,0.0,0.0,5.084142684936523,14.735136032104492,6,6,0,0,1,5,2021KW46,4.98342857142857,6.542857142857143,3.4714285714285715,3.071428571428572
Sudwestpfalz,225,237.06170654296875,233.960693359375,505.8280334472656,288.5077819824219,274.17800903320307,100.32225036621094,3,3.119475841522217,2,2.079650640487671,0.0,0.0,0.0,6.080136299133301,4,2,0,0,1,1,2021KW46,4.98342857142857,6.542857142857143,3.4714285714285715,3.071428571428572
KS Zweibrucken,61,179.406494140625,179.31155395507812,285.8776550292969,80.25682067871094,190.63023376464844,149.53271484375,1,2.9395337104797363,1,2.9395337104797363,0.0,0.0,0.0,9.345794677734377,0,0,0,0,0,0,2021KW46,5.3182857142857145,6.7857142857142865,3.7714285714285714,3.0142857142857147
Ahrweiler,295,226.09002685546875,226.09002685546875,399.8545837402344,244.11895751953125,217.31089782714844,179.78892517089844,5,3.832034349441528,4,3.065627336502075,0.0,0.0,1.54121196269989,7.004763126373291,7,7,0,0,1,6,2021KW47,3.248,5.500000000000001,-0.10000000000000006,5.6
Altenkirchen,358,277.33233642578125,277.33233642578125,609.286376953125,441.2066345214844,283.2084655761719,106.63687896728516,12,9.296055793762207,6,4.648027896881104,7.003291606903076,0.0,3.045252561569214,7.61691951751709,1,0,0,0,0,0,2021KW47,1.8548571428571432,4.2,-0.8714285714285712,5.071428571428571
Cochem-Zell,177,287.4403076171875,287.2210998535156,419.1817626953125,265.36929321289057,388.3558654785156,102.68948364257812,3,4.868154048919678,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2021KW47,0.9542857142857144,2.542857142857143,-1.042857142857143,3.5857142857142854
KS Koblenz,238,209.8987579345703,209.891357421875,285.8380126953125,216.3039093017578,257.70721435546875,87.57662963867188,2,1.763792872428894,0,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,5,2021KW47,3.2400000000000007,5.785714285714287,-0.08571428571428574,5.871428571428572
Mayen-Koblenz,459,213.7010803222656,213.7010803222656,282.92724609375,388.3008728027344,229.98497009277344,117.47248840332031,3,1.39673912525177,1,0.4655796885490418,0.0,0.0,0.0,1.5456906557083132,9,9,0,0,0,9,2021KW47,3.2400000000000007,5.785714285714287,-0.08571428571428574,5.871428571428572
Neuwied,439,239.71910095214844,239.71910095214844,336.6031799316406,469.22052001953125,258.1328125,113.5790023803711,2,1.0921143293380735,2,1.0921143293380735,0.0,0.0,0.0,3.6056826114654537,7,7,0,0,0,7,2021KW47,1.9645714285714284,3.685714285714286,-0.0285714285714286,3.7142857142857135
Rhein-Hunsruck,303,293.0339050292969,293.0225830078125,593.7921752929688,505.4432373046875,307.3494873046875,116.87992095947266,3,2.9012136459350586,0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1,2,2021KW47,1.2697142857142858,2.771428571428572,-0.5428571428571428,3.314285714285714
Rhein-Lahn-Kreis,235,191.72091674804688,191.71466064453125,366.86029052734375,269.66293334960943,205.39859008789062,92.88165283203124,5,4.07903528213501,2,1.6316142082214355,0.0,0.0,0.0,5.1600918769836435,1,0,0,0,0,0,2021KW47,3.441714285714286,5.685714285714285,1.0,4.685714285714285
Westerwaldkreis,408,201.15367126464844,201.15367126464844,433.2832336425781,331.4424133300781,195.54425048828125,87.87345886230469,13,6.409308433532715,3,1.4790711402893066,0.0,0.0,1.8984878063201904,1.6898742914199831,12,11,0,0,1,10,2021KW47,0.7365714285714287,1.957142857142857,-0.7428571428571429,2.7
Alzey-Worms,405,309.8343811035156,309.7514343261719,473.4039001464844,428.7993469238281,317.0951232910156,199.0709991455078,10,7.648183345794678,6,4.588910102844238,0.0,0.0,2.9497220516204834,10.617119789123537,6,2,0,0,0,2,2021KW47,2.3662857142857137,4.614285714285714,0.14285714285714285,4.4714285714285715
Bad Kreuznach,389,245.0455474853516,245.0223846435547,497.16729736328125,416.2065734863281,251.3352203369141,107.78443145751952,1,0.6298776268959045,1,0.6298776268959045,0.0,0.0,1.2566760778427124,0.0,2,2,0,0,1,1,2021KW47,3.0691428571428574,5.8,0.10000000000000006,5.700000000000001
Birkenfeld,228,282.073486328125,273.81466674804693,661.7135009765625,461.22308349609375,259.367431640625,153.84616088867188,5,6.00470781326294,2,2.401883125305176,0.0,0.0,0.0,7.504690647125244,4,4,0,0,1,3,2021KW47,1.4040000000000001,3.1714285714285717,-0.9571428571428572,4.128571428571428
Mainz-Bingen,494,233.5421295166016,233.394287109375,445.3341979980469,284.40032958984375,245.5719146728516,114.02508544921876,4,1.8898322582244875,0,0.0,0.0,0.0,0.0,0.0,7,7,0,0,2,5,2021KW47,3.441714285714286,5.685714285714285,1.0,4.685714285714285
KS Mainz,458,210.9403381347656,210.76852416992188,459.5752258300781,158.6271514892578,212.46078491210938,110.9679946899414,2,0.9203865528106691,0,0.0,0.0,0.0,0.0,0.0,7,4,0,0,0,4,2021KW47,3.205714285714285,5.471428571428571,0.4,5.071428571428571
KS Worms,362,433.74591064453125,433.74591064453125,480.4743347167969,837.339111328125,459.4563903808594,253.6216278076172,8,9.58554458618164,4,4.79277229309082,0.0,0.0,4.549073219299316,8.597343444824219,7,5,0,0,2,3,2021KW47,2.9914285714285715,5.4,0.4428571428571429,4.957142857142856
Bad Durkheim,380,285.7056884765625,285.64556884765625,297.29534912109375,491.7156677246094,330.1379699707031,171.13519287109375,3,2.255096435546875,2,1.5033977031707764,0.0,0.0,3.0287885665893555,0.0,6,6,0,0,0,6,2021KW47,3.116,5.471428571428571,0.9571428571428572,4.514285714285714
KS Frankenthal,155,317.94873046875,317.94873046875,631.025390625,754.4006958007812,293.57354736328125,130.13699340820312,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,2,2021KW47,2.9914285714285715,5.4,0.4428571428571429,4.957142857142856
Germersheim,721,558.8887329101561,558.810791015625,824.2686157226562,598.5593872070312,577.7117919921875,404.72454833984375,2,1.55009925365448,1,0.77504962682724,0.0,0.0,1.4700045585632324,0.0,5,4,0,0,1,3,2021KW47,0.07942857142857138,1.3,-1.4,2.7
KS Landau i.d.Pf.,187,400.5569152832031,400.5397644042969,477.6739501953125,704.009765625,330.9494934082031,438.4896545410156,4,8.567695617675781,2,4.2838478088378915,0.0,0.0,3.8040170669555664,8.12017822265625,4,3,0,0,0,3,2021KW47,2.4445714285714293,3.9714285714285715,0.7571428571428571,3.2142857142857144
KS Ludwigshafen,563,326.2690124511719,326.2576599121094,426.1299133300781,424.3913269042969,363.4701843261719,162.88919067382812,2,1.1589970588684082,2,1.1589970588684082,0.0,0.0,2.1255567073822017,0.0,9,9,0,0,1,8,2021KW47,2.9085714285714284,5.614285714285713,0.05714285714285721,5.557142857142856
KS Neustadt a.d.W.,237,444.60284423828125,444.5278015136719,695.2894287109375,630.9148559570312,452.7124633789063,309.2252197265625,6,11.253868103027344,1,1.87564480304718,0.0,0.0,0.0,5.72639274597168,1,1,0,0,0,1,2021KW47,0.07942857142857138,1.3,-1.4,2.7
Rhein-Pfalz-Kreis,584,377.37310791015625,377.3633728027344,608.2388916015625,489.8847961425781,405.47454833984375,216.9974365234375,1,0.6461701393127441,0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,0,4,2021KW47,3.116,5.471428571428571,0.9571428571428572,4.514285714285714
KS Speyer,240,472.99029541015625,472.9436950683594,1073.875244140625,538.068359375,443.0863342285156,297.8695983886719,1,1.9705986976623533,1,1.9705986976623533,0.0,0.0,3.8197097778320312,0.0,3,3,0,0,1,2,2021KW47,2.791428571428572,5.814285714285715,0.014285714285714332,5.8
Sudliche Weinstr.,456,411.6155090332031,411.6155090332031,844.8540649414062,507.6142272949219,406.7590026855469,254.3953857421875,13,11.734652519226074,2,1.805331110954285,0.0,0.0,1.7918899059295654,2.826615333557129,4,4,0,0,1,3,2021KW47,3.116,5.471428571428571,0.9571428571428572,4.514285714285714
Bernkastel-Wittlich,277,245.8179931640625,242.310791015625,646.7987670898438,291.7223815917969,242.0967712402344,102.15084075927734,9,7.872913837432861,3,2.6243045330047607,0.0,0.0,1.754324436187744,5.675046920776367,4,4,0,0,0,4,2021KW47,2.6634285714285717,4.657142857142857,0.5571428571428572,4.1000000000000005
Bitburg-Prum,130,129.92854309082028,125.8580093383789,184.9731292724609,160.8363494873047,156.3125457763672,52.11590576171875,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,2021KW47,2.6634285714285717,4.657142857142857,0.5571428571428572,4.1000000000000005
Trier-Saarburg,279,185.34141540527344,185.16429138183597,435.19171142578125,147.2881622314453,183.1525115966797,101.4666519165039,1,0.6636713147163391,1,0.6636713147163391,0.0,0.0,1.2718924283981323,0.0,5,3,0,0,0,3,2021KW47,2.6634285714285717,4.657142857142857,0.5571428571428572,4.1000000000000005
KS Trier,145,131.01541137695312,130.95152282714844,283.9607849121094,121.24478149414062,114.19522857666016,112.5407943725586,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,1,3,2021KW47,2.6634285714285717,4.657142857142857,0.5571428571428572,4.1000000000000005
Vulkaneifel,146,241.35821533203125,241.3103485107422,502.092041015625,278.09963989257807,240.2642974853516,158.14964294433594,2,3.3056211471557617,1,1.6528105735778809,0.0,0.0,0.0,4.942176342010498,1,1,0,0,0,1,2021KW47,0.9542857142857144,2.542857142857143,-1.042857142857143,3.5857142857142854
Donnersbergkreis,131,173.42034912109375,171.7694854736328,159.29420471191406,220.26431274414062,201.750244140625,120.1201171875,4,5.2448697090148935,1,1.3112174272537231,0.0,0.0,0.0,4.290004253387451,3,2,0,0,0,2,2021KW47,0.8371428571428572,2.4142857142857146,-0.6571428571428573,3.071428571428572
Kaiserslautern,273,256.77200317382807,220.6773834228516,461.7515869140625,340.3841552734375,268.730712890625,133.29612731933594,5,4.041710376739502,1,0.8083420991897583,0.0,0.0,0.0,3.099910020828247,2,1,0,0,0,1,2021KW47,1.9725714285714289,4.171428571428572,-0.28571428571428564,4.457142857142856
KS Kaiserslautern,221,221.74951171875,208.17437744140625,319.210693359375,270.1080322265625,216.4346008300781,183.7154541015625,2,1.883931040763855,0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,2,2021KW47,1.9725714285714289,4.171428571428572,-0.28571428571428564,4.457142857142856
Kusel,151,215.3912048339844,204.39378356933597,242.81668090820312,164.33853149414062,235.807861328125,187.44142150878903,5,6.768006324768066,1,1.3536012172698977,0.0,0.0,0.0,4.260032176971436,3,1,0,0,0,1,2021KW47,1.8022857142857145,3.5285714285714285,1.5860328923216518e-17,3.5285714285714285
KS Pirmasens,92,228.992431640625,228.9183654785156,530.3760986328125,358.9375305175781,223.7022705078125,117.88108825683594,0,0.0,0,0.0,0.0,0.0,0.0,0.0,8,7,0,0,1,6,2021KW47,1.4554285714285715,3.228571428571428,-0.8,4.0285714285714285
Sudwestpfalz,391,411.9605407714844,406.8466796875,637.7831420898438,833.4669189453125,436.97119140625,234.0852508544922,4,4.162114143371582,1,1.0405285358428955,0.0,0.0,0.0,3.0400681495666504,6,3,0,0,1,2,2021KW47,1.4554285714285715,3.228571428571428,-0.8,4.0285714285714285
KS Zweibrucken,105,308.814453125,308.6419677734375,257.28988647460943,1003.2102661132812,346.6004333496094,102.80374145507812,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2021KW47,1.7422857142857142,3.8142857142857136,-0.5714285714285715,4.385714285714285
Ahrweiler,373,285.8697509765625,285.8697509765625,603.4169311523438,321.79315185546875,286.6654357910156,175.11907958984375,12,9.196882247924805,2,1.5328136682510376,0.0,0.0,0.0,4.66984224319458,7,7,0,0,1,6,2021KW48,5.038,6.9,2.6,4.300000000000002
Altenkirchen,400,309.8685302734375,309.8685302734375,700.3291625976562,461.7278747558594,324.31939697265625,106.63687896728516,15,11.620070457458494,5,3.873356819152832,7.003291606903076,0.0,1.522626280784607,7.61691951751709,2,1,0,0,0,1,2021KW48,2.89,5.25,-0.1,5.35
Cochem-Zell,171,277.69659423828125,277.4848022460937,670.6907958984375,265.36929321289057,329.6129455566406,88.01956176757812,2,3.245436191558838,1,1.622718095779419,0.0,0.0,0.0,4.889975547790527,0,0,0,0,0,0,2021KW48,1.4080000000000001,3.25,-1.0,4.25
KS Koblenz,241,212.54454040527344,212.5370330810547,424.4261474609375,324.45587158203125,212.88856506347656,109.47078704833984,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,6,0,0,0,6,2021KW48,4.524,6.35,1.75,4.6
Mayen-Koblenz,454,211.3731842041016,211.3731842041016,346.2691650390625,319.4087829589844,240.85040283203125,85.01298522949219,1,0.4655796885490418,0,0.0,0.0,0.0,0.0,0.0,11,11,0,0,0,11,2021KW48,4.524,6.35,1.75,4.6
Neuwied,477,260.46926879882807,260.46926879882807,427.9669189453125,504.2369995117188,279.73388671875,102.76195526123048,5,2.730285882949829,4,2.1842286586761475,0.0,0.0,2.160107135772705,3.6056826114654537,7,7,0,0,0,7,2021KW48,2.69,4.65,0.04999999999999999,4.6
Rhein-Hunsruck,292,282.3957214355469,282.3847961425781,674.7638549804688,492.483154296875,274.693603515625,110.72834777832031,2,1.9341424703598025,0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1,2,2021KW48,1.372,3.05,-0.7000000000000001,3.75
